,budget,top_genre,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,crew,all_genres
1216,40000000,Comedy,10385,"sister sister relationship, cheating, amnesia, crisis line, telephone, loss of wife, ex-wife, woman director",en,Hanging Up,"A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close.",3.4155339999999996,"Laurence Mark Productions, Columbia Pictures Corporation, Global Entertainment Productions GmbH & Company Medien KG, Nora Ephron Productions","Germany, United States of America",2/16/2000,36037909,94.0,Pусский,Released,Every family has a few hang-ups.,Hanging Up,5.0,40,"Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau, Adam Arkin, Shaun Duke, Ann Bortolotti, Cloris Leachman, Maree Cheatham, Myndy Crist","Lisa Beach, Sarah Katzman, Diane Keaton, Troy Sizemore, Toni-Ann Walker, Nora Ephron, Nora Ephron, Angela Levin, Waldemar Kalinowski, Delia Ephron","Comedy, Drama"
1217,47000000,Horror,55779,"premonition, death by accident, crash, end is here, duringcreditsstinger, 3d",en,Final Destination 5,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one manâ€™s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Deathâ€™s sinister agenda.",38.555482,"New Line Cinema, Practical Pictures, Parallel Zide",United States of America,8/12/2011,157887643,92.0,"English, 广州话 / 廣州話",Released,We all share a common destination.,Final Destination 5,5.9,866,"Emma Bell, Nicholas D'Agosto, Miles Fisher, Ellen Wroe, Jacqueline MacInnes Wood, P. J. Byrne, Arlen Escarpeta, David Koechner, Courtney B. Vance, Tony Todd","Brian Tyler, Eric A. Sears, Craig Perry, Warren Zide, Jori Woodman, Brian Pearson, David Sandefur, Eyde Belasco, Steven Quale, Eric Heisserer","Horror, Mystery"
1218,0,Comedy,10154,"new york, marriage proposal, fbi, mafia boss, mafia",en,Mickey Blue Eyes,"An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain ""favors"" would be asked of him.",6.786117,"Castle Rock Entertainment, Warner Bros.","United Kingdom, United States of America",8/16/1999,0,102.0,English,Released,A romantic comedy you can't refuse,Mickey Blue Eyes,5.3,140,"Hugh Grant, James Caan, Jeanne Tripplehorn, Burt Young, James Fox, Joe Viterelli, Gerry Becker, Maddie Corman, Tony Darrow, Paul Lazar","Charles Mulvehill, Donald E. Thorin, Basil Poledouris, Elizabeth Hurley, David Freeman, Robert Kuhn, Kelly Makin, Adam Scheinman","Comedy, Crime, Romance"
1219,40000000,Drama,10647,"child's point of view, candlelight vigil, good deed, exotic dancer, schoolteacher, extra credit assignment, disfigurement, junior high school, burn injury, woman director",en,Pay It Forward,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",24.313684,"Bel Air Entertainment, Warner Bros.",United States of America,10/12/2000,55707411,122.0,English,Released,"When someone does you a big favor, don't pay it back... Pay It Forward",Pay It Forward,7.0,432,"Kevin Spacey, Helen Hunt, Haley Joel Osment, Jay Mohr, Jim Caviezel, Jon Bon Jovi, Angie Dickinson, David Ramsey, Gary Werntz, Colleen Flynn","Thomas Newman, Leslie Dixon, Oliver Stapleton, David Rosenbloom, Mimi Leder, Catherine Ryan Hyde","Drama, Romance"
1220,30000000,Comedy,11431,"baseball, fanatic, relationship problems, sport, teacher, red sox, fenway park",en,Fever Pitch,"When relaxed and charming Ben Wrightman meets workaholic Lindsey Meeks she finds him sweet and charming, they hit it off and when it is winter Ben can spend every waking hour with Lindsey, but when summer comes around the corner Lindsey discovers Ben's obsession with the Boston Red Sox. She thinks it is perfect until everything goes downhill for them.",9.965073,"Fox 2000 Pictures, Wildgaze Films, Alan Greenspan Productions, Mars Media Beteiligungs, Flower Films (II), ELC Productions Ltd.","Germany, United States of America",4/6/2005,50451307,103.0,"English, Polski, Português",Released,A Comedy About The Game of Love.,Fever Pitch,5.9,182,"Drew Barrymore, Jimmy Fallon, Jason Spevack, Jack Kehler, Maureen Keiller, Daniel Greene, Ione Skye, Marissa Jaret Winokur, KaDee Strickland, JoBeth Williams","Nancy Juvonen, Drew Barrymore, Matthew F. Leonetti, Nick Hornby, Nick Hornby, Marc S. Fischer, Jaro Dick, Craig Armstrong, Bobby Farrelly, Peter Farrelly","Comedy, Drama, Romance"
1221,40000000,Comedy,8457,"prison, jealousy, homeless person, beach, parents kids relationship, fight, bodyguard, protection, nerd, high school",en,Drillbit Taylor,"Three kids hire a low-budget bodyguard to protect them from the playground bully, not realising he is just a homeless beggar and petty thief looking for some easy cash.",15.055732,"Paramount Pictures, Apatow Productions",United States of America,3/20/2008,0,102.0,English,Released,You get what you pay for,Drillbit Taylor,5.5,275,"Owen Wilson, Leslie Mann, Josh Peck, David Dorfman, Nate Hartley, Alex Frost, Troy Gentile, Casey Boersma, Dylan Boersma, Lisa Ann Walter","Jackson De Govia, John Hughes, Susan Arnold, Steven Brill, Fred Murphy, K.C. Fox, Donna Roth, Seth Rogen, Karen Patch, Thomas J. Nordberg",Comedy
1222,0,Comedy,188161,"gunslinger, farmer, wild west, laxative",en,A Million Ways to Die in the West,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",32.808675,"Media Rights Capital, Fuzzy Door Productions, Bluegrass Films, RGB Media",United States of America,5/22/2014,0,116.0,English,Released,Bring protection.,A Million Ways to Die in the West,5.8,1468,"Seth MacFarlane, Charlize Theron, Liam Neeson, Amanda Seyfried, Neil Patrick Harris, Giovanni Ribisi, Sarah Silverman, Christopher Hagen, Wes Studi, Matt Clark","Sheila Jaffe, Jeff Freeman, Bill Corso, Scott Stuber, Michael Barrett, Joel McNeely, Seth MacFarlane, Seth MacFarlane, Seth MacFarlane, Stephen J. Lineweaver","Comedy, Western"
1223,25000000,Adventure,8850,"new york, atomic bomb, ladykiller, hypnosis, superhero, based on comic book, radio series, invisibility, the shadow",en,The Shadow,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",8.178203,Universal Pictures,United States of America,7/1/1994,48063435,108.0,English,Released,The Shadow Knows!,The Shadow,5.4,138,"Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle, Ian McKellen, Tim Curry, Jonathan Winters, Sab Shimono, Brady Tsurutani, James Hong","David Koepp, Martin Bregman, Stephen H. Burum, Peter Honess, Willi Bär, Russell Mulcahy, Michael Bregman","Adventure, Fantasy, Action, Thriller, Science Fiction"
1224,40000000,Drama,64685,"based on novel, autism, key, scavenger hunt, death of father, young boy, new york city, tambourine, lock, grieving",en,Extremely Loud & Incredibly Close,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",31.066874,"Paramount Pictures, Scott Rudin Productions, Warner Bros.",United States of America,12/24/2011,55247881,129.0,English,Released,"This is not a story about September 11th, it's a story about every day after.",Extremely Loud & Incredibly Close,6.9,708,"Thomas Horn, Tom Hanks, Sandra Bullock, Max von Sydow, John Goodman, Viola Davis, Jeffrey Wright, Zoe Caldwell, Hazelle Goodman, Adrian Martinez","Eric Roth, Stephen Daldry, Alexandre Desplat, Jonathan Safran Foer",Drama
1225,40000000,Comedy,38357,"work ethic, tv morning show, tv reporter",en,Morning Glory,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",22.491388,"Bad Robot, Goldcrest Pictures",United States of America,1/12/2010,58785180,102.0,"English, Український",Released,Breakfast TV just got interesting.,Morning Glory,6.1,412,"Rachel McAdams, Harrison Ford, Patrick Wilson, Jeff Goldblum, Diane Keaton, 50 Cent, Arden Myrin, Noah Bean, Vanessa Aspillaga, Jeff Hiller","Aline Brosh McKenna, Roger Michell, Bill Corso, J.J. Abrams, Bryan Burk","Comedy, Drama, Romance"
1226,40000000,Drama,10060,"loss of mother, attempted murder, career, musical, rapper, drug",en,Get Rich or Die Tryin',"A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.",12.885985,"Paramount Pictures, MTV Films, Cent Productions Inc.",United States of America,11/9/2005,46442528,117.0,English,Released,If You Think You Know the Story...You Don't Know the Man.,Get Rich or Die Tryin',6.3,186,"50 Cent, Joy Bryant, Adewale Akinnuoye-Agbaje, Omar Benson Miller, Terrence Howard, Viola Davis, Ashley Walters, Tory Kittles, Marc John Jefferies, Sullivan Walker","Avy Kaufman, Jimmy Iovine, Conrad Buff IV, Daniel Lupi, Declan Quinn, Roger Barton, Quincy Jones, Dennis Davenport, Van Toffler, Mark Geraghty",Drama
1227,40000000,Crime,11398,"china, chinese woman, secret agent, conspiracy of murder, united nations",en,The Art of War,"When ruthless terrorists threaten to bring down the United Nations, they frame the one man they believe can stop them: an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good, as he tries to stop what could become World War III.",7.832337,"Amen Ra Films, Franchise Pictures, Warner Bros., Morgan Creek Productions","Canada, United States of America",8/23/2000,30199105,117.0,English,Released,Who is your foe?,The Art of War,5.6,135,"Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer, Michael Biehn, Cary-Hiroyuki Tagawa, Marie Matiko","Michel Arcand, Normand Corbeil, Christian Duguay, Pierre Gill, Nicolas Clermont, Wayne Beach, Ron Yuan, Simon Barry","Crime, Action, Adventure"
1228,40000000,Drama,1833,"gay, sex, aids, musical, hiv, based on play, african american, rock opera, missing person, hiv positive",en,Rent,"This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village New York. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, AIDS, and modern day life.",10.433667,"Columbia Pictures, 1492 Pictures, Revolution Studios",United States of America,11/23/2005,31670620,135.0,English,Released,No day but today.,Rent,6.7,155,"Anthony Rapp, Adam Pascal, Rosario Dawson, Jesse L. Martin, Wilson Jermaine Heredia, Idina Menzel, Tracie Thoms, Taye Diggs, Aaron Lohr, Daniel London","Robert Cavallo, Robert De Niro, Jane Rosenthal, Stephen Goldblatt, Aggie Guerard Rodgers, Richard Pearson, Howard Cummings, Chris Columbus, Chris Columbus, Mark Radcliffe","Drama, Romance"
1229,40000000,Drama,10391,"sister sister relationship, autism, mephisto, satanism, ersatz",en,Bless the Child,"When Maggie's sister Jenna saddles her with an autistic newborn named Cody she touches Maggie's heart and becomes the daughter she has always longed for. But six years later Jenna suddenly re-enters her life and, with her mysterious new husband, Eric Stark, abducts Cody. Despite the fact that Maggie has no legal rights to Cody, FBI agent John Travis, takes up her cause when he realizes that Cody shares the same birth date as several other recently missing children.",3.3219489999999996,"Paramount Pictures, Icon Entertainment International, Munich Film Partners & Company (MFP) BTC Productions",United States of America,8/11/2000,0,107.0,English,Released,Mankind's last hope just turned six.,Bless the Child,4.9,71,"Kim Basinger, Angela Bettis, Holliston Coleman, Rufus Sewell, Christina Ricci, Jimmy Smits, Michael Gaston, Lumi Cavazos, Dimitra Arliss, Eugene Lipinski","Alan Heim, Bruce Davey, Deborah Aquila, Sarah Finn, Mace Neufeld, Robert Rehme, Christopher Young, Donna O'Neal, Carol Spier, Chuck Russell","Drama, Horror, Thriller, Crime"
1230,75000000,Comedy,8970,"new york, travel, misfortune",en,The Out-of-Towners,"The remake of the 1970 Neil Simon comedy follows the adventures of a couple, Henry and Nancy Clark, vexed by misfortune while in New York City for a job interview.",4.842626,"Paramount Pictures, Cherry Alley Productions",United States of America,4/2/1999,29000000,90.0,English,Released,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",The Out-of-Towners,5.0,45,"Steve Martin, Goldie Hawn, John Cleese, Mark McKinney, Jessica Cauffiel, Charlie Dell, Tom Riis Farrell, Cynthia Nixon, Josh Mostel, Anne Haney","John Bailey, Marc Shaiman, Kent Beyda, Marc Lawrence, Sam Weisman",Comedy
1231,40000000,Fantasy,9306,"monster, experiment, island, mutation, genetics, hybrid, remake, h. g. wells",en,The Island of Dr. Moreau,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA with horrific results.,13.210898,New Line Cinema,United States of America,8/23/1996,49627779,96.0,English,Released,The gates of hell are unlocked.,The Island of Dr. Moreau,4.6,147,"Marlon Brando, Val Kilmer, David Thewlis, Fairuza Balk, Daniel Rigney, Temuera Morrison, Nelson de la Rosa, Peter Elliott, Mark Dacascos, Ron Perlman","Valerie McCaffrey, Paul Rubell, H.G. Wells, William A. Fraker, Tim Zinnemann, John Frankenheimer, Edward R. Pressman, Ian Gracie, Gary Chang, Richard Stanley","Fantasy, Horror, Science Fiction"
